date,open,high,low,close,volume
2025-05-20 00:00:00+05:30,198.45,200.5,187.33,188.29,10040419
2025-05-21 00:00:00+05:30,190.7,193.95,185.43,189.69,12722667
2025-05-22 00:00:00+05:30,184.5,189.5,183.5,185.51,7468680
2025-05-23 00:00:00+05:30,185.36,187.28,181.25,183.96,4940458
2025-05-26 00:00:00+05:30,184.26,191.79,182.4,187.63,6773558
2025-05-27 00:00:00+05:30,188.5,190.8,185.2,189.06,6336289
2025-05-28 00:00:00+05:30,191.0,194.6,190.26,191.18,7372487
2025-05-29 00:00:00+05:30,192.0,196.15,188.5,192.95,9352833
2025-05-30 00:00:00+05:30,194.0,196.5,189.31,190.91,5704524
2025-06-02 00:00:00+05:30,194.0,198.0,192.51,194.87,12083354
2025-06-03 00:00:00+05:30,195.77,197.45,191.55,193.94,7042259
2025-06-04 00:00:00+05:30,193.99,223.75,190.5,220.46,101551576
2025-06-05 00:00:00+05:30,221.89,225.52,216.6,218.15,33594108
2025-06-06 00:00:00+05:30,218.15,221.5,212.4,218.52,15893993
2025-06-09 00:00:00+05:30,220.0,224.8,216.5,218.04,16126909
2025-06-10 00:00:00+05:30,219.38,222.5,214.5,215.74,9312927
2025-06-11 00:00:00+05:30,216.46,220.49,213.0,215.84,12994055
2025-06-12 00:00:00+05:30,216.35,219.55,204.24,206.45,12592598
2025-06-13 00:00:00+05:30,198.1,206.74,198.1,202.36,9356337
2025-06-16 00:00:00+05:30,202.99,205.89,195.51,205.02,7209777
2025-06-17 00:00:00+05:30,205.0,208.2,198.5,199.63,5741722
2025-06-18 00:00:00+05:30,199.0,203.35,196.5,197.4,6342877
2025-06-19 00:00:00+05:30,196.75,199.16,189.28,190.52,8179894
2025-06-20 00:00:00+05:30,190.3,199.4,189.42,197.35,10882131
2025-06-23 00:00:00+05:30,196.36,198.1,194.26,196.34,5161281
2025-06-24 00:00:00+05:30,199.0,205.69,199.0,200.88,10537800
2025-06-25 00:00:00+05:30,202.5,205.1,201.0,203.29,5575308
2025-06-26 00:00:00+05:30,204.31,207.0,201.41,202.99,4513409
2025-06-27 00:00:00+05:30,204.17,207.79,202.58,204.39,5642193
2025-06-30 00:00:00+05:30,205.0,207.5,202.35,202.94,3887950
2025-07-01 00:00:00+05:30,203.88,205.67,201.0,203.65,3591075
2025-07-02 00:00:00+05:30,204.0,205.17,200.25,201.17,3299849
2025-07-03 00:00:00+05:30,202.29,202.29,198.0,199.15,3765187
2025-07-04 00:00:00+05:30,199.2,200.8,197.4,199.55,2634568
2025-07-07 00:00:00+05:30,198.45,200.15,195.2,195.98,2786661
2025-07-08 00:00:00+05:30,196.0,197.07,192.7,194.76,2848853
2025-07-09 00:00:00+05:30,194.76,198.0,193.83,194.27,3026871
2025-07-10 00:00:00+05:30,194.45,197.8,192.8,193.58,2966014
2025-07-11 00:00:00+05:30,192.81,194.0,190.5,191.2,2312522
2025-07-14 00:00:00+05:30,191.45,192.1,189.8,191.07,2249697
2025-07-15 00:00:00+05:30,191.92,195.23,191.15,192.17,2833675
2025-07-16 00:00:00+05:30,192.5,193.81,190.11,191.21,3158926
2025-07-17 00:00:00+05:30,191.38,192.08,189.49,189.78,2257524
2025-07-18 00:00:00+05:30,190.49,190.64,186.2,186.9,1956331
2025-07-21 00:00:00+05:30,191.99,195.25,190.0,190.78,12778152
2025-07-22 00:00:00+05:30,191.38,191.58,187.5,188.13,2602140
2025-07-23 00:00:00+05:30,188.5,188.95,186.01,187.61,2377455
2025-07-24 00:00:00+05:30,188.42,188.99,186.1,186.64,1965976
2025-07-25 00:00:00+05:30,186.1,186.25,180.16,181.25,2234713
2025-07-28 00:00:00+05:30,180.48,182.25,175.11,176.11,2679010
2025-07-29 00:00:00+05:30,175.4,182.6,174.08,180.96,2942156
2025-07-30 00:00:00+05:30,181.01,182.89,179.04,179.55,1396809
2025-07-31 00:00:00+05:30,176.05,179.5,175.04,177.36,1722952
2025-08-01 00:00:00+05:30,177.94,178.59,174.0,174.34,1791232
2025-08-04 00:00:00+05:30,175.64,178.72,173.74,177.96,2228916
2025-08-05 00:00:00+05:30,178.17,180.29,174.47,175.11,2058983
2025-08-06 00:00:00+05:30,176.0,176.83,171.0,171.78,1747614
2025-08-07 00:00:00+05:30,164.96,168.5,164.0,167.71,5305071
2025-08-08 00:00:00+05:30,167.97,169.17,163.8,164.68,2059914
2025-08-11 00:00:00+05:30,164.5,169.5,162.8,168.5,2914190
2025-08-12 00:00:00+05:30,168.0,169.2,166.7,167.14,1508311
2025-08-13 00:00:00+05:30,167.4,169.9,166.61,167.62,1577144
2025-08-14 00:00:00+05:30,167.76,169.9,164.72,165.38,1770277
2025-08-18 00:00:00+05:30,167.92,169.01,166.2,167.12,1382930
2025-08-19 00:00:00+05:30,167.81,172.99,166.9,172.03,2839311
2025-08-20 00:00:00+05:30,172.51,172.98,169.3,171.69,2384767
2025-08-21 00:00:00+05:30,172.24,174.75,169.4,170.18,2067644
2025-08-22 00:00:00+05:30,170.18,174.5,168.57,171.19,2730972
2025-08-25 00:00:00+05:30,172.75,172.76,169.0,169.24,1267129
2025-08-26 00:00:00+05:30,168.41,169.23,164.5,165.53,1527472
2025-08-28 00:00:00+05:30,164.5,164.93,160.5,161.13,1584379
2025-08-29 00:00:00+05:30,161.2,162.5,160.02,160.32,1516319
2025-09-01 00:00:00+05:30,161.5,167.25,160.53,166.48,2578351
2025-09-02 00:00:00+05:30,167.13,179.64,165.32,175.38,8844611
2025-09-03 00:00:00+05:30,175.19,175.76,171.61,172.08,2922869
2025-09-04 00:00:00+05:30,173.3,173.7,166.0,166.71,2597616
2025-09-05 00:00:00+05:30,167.0,169.5,166.45,168.97,1740532
2025-09-08 00:00:00+05:30,169.8,172.85,169.35,171.74,1560147
2025-09-09 00:00:00+05:30,172.8,176.34,171.1,173.54,3483772
2025-09-10 00:00:00+05:30,174.43,176.5,172.11,172.75,2349804
2025-09-11 00:00:00+05:30,172.75,173.0,168.7,169.37,2466824
2025-09-12 00:00:00+05:30,169.98,174.1,169.65,172.3,2517375
2025-09-15 00:00:00+05:30,173.0,186.9,172.55,183.66,24729060
2025-09-16 00:00:00+05:30,185.0,186.45,181.36,185.21,6420945
2025-09-17 00:00:00+05:30,185.98,189.5,182.75,187.02,10071611
2025-09-18 00:00:00+05:30,187.5,188.25,185.0,185.9,3492040
2025-09-19 00:00:00+05:30,185.3,186.33,184.1,185.19,2424287
2025-09-22 00:00:00+05:30,184.49,185.6,180.75,182.05,2876230
2025-09-23 00:00:00+05:30,182.05,182.48,177.74,179.29,1762031
2025-09-24 00:00:00+05:30,179.9,179.9,174.2,174.92,1921321
2025-09-25 00:00:00+05:30,174.92,177.97,172.64,173.03,1653992
2025-09-26 00:00:00+05:30,173.03,173.4,168.28,169.85,2880383
2025-09-29 00:00:00+05:30,170.7,173.68,168.45,169.11,2222765
2025-09-30 00:00:00+05:30,170.0,171.97,169.44,170.98,1561113
2025-10-01 00:00:00+05:30,171.64,174.25,171.6,173.62,1940539
2025-10-03 00:00:00+05:30,173.99,175.44,172.15,174.59,1757215
2025-10-06 00:00:00+05:30,174.8,175.36,172.08,172.52,1267145
2025-10-07 00:00:00+05:30,172.52,184.64,172.52,182.6,10465367
2025-10-08 00:00:00+05:30,183.7,183.74,177.8,179.09,4334006
2025-10-09 00:00:00+05:30,179.98,180.27,176.6,177.82,2378042
2025-10-10 00:00:00+05:30,178.4,179.14,176.2,176.64,1767996
2025-10-13 00:00:00+05:30,175.8,175.8,173.31,173.91,1346982
2025-10-14 00:00:00+05:30,173.91,174.76,171.13,171.88,1575064
2025-10-15 00:00:00+05:30,172.66,175.21,171.72,173.59,1813257
2025-10-16 00:00:00+05:30,173.79,175.3,172.55,173.13,1193856
2025-10-17 00:00:00+05:30,172.12,172.96,168.13,169.03,2941851
2025-10-20 00:00:00+05:30,171.4,171.8,167.3,170.23,2842486
2025-10-21 00:00:00+05:30,171.05,171.45,170.11,170.76,442951
2025-10-23 00:00:00+05:30,171.5,172.17,169.05,169.44,1427990
2025-10-24 00:00:00+05:30,169.51,171.45,169.28,169.82,1158996
2025-10-27 00:00:00+05:30,170.86,172.3,170.0,170.24,2042884
2025-10-28 00:00:00+05:30,170.0,172.3,166.6,168.7,2011589
2025-10-29 00:00:00+05:30,169.0,172.9,168.7,172.22,2314321
2025-10-30 00:00:00+05:30,171.94,175.3,171.51,171.97,2086606
2025-10-31 00:00:00+05:30,171.89,172.3,169.0,169.62,1297534
2025-11-03 00:00:00+05:30,169.51,171.72,169.0,169.38,1253481
2025-11-04 00:00:00+05:30,169.63,169.89,167.47,168.16,1387725
2025-11-06 00:00:00+05:30,168.44,168.44,162.5,163.54,2004456
2025-11-07 00:00:00+05:30,162.9,164.0,159.71,163.6,1578924
2025-11-10 00:00:00+05:30,164.2,164.8,162.55,162.94,822240
2025-11-11 00:00:00+05:30,163.1,165.2,162.16,164.37,1194097
2025-11-12 00:00:00+05:30,165.0,167.85,163.6,166.45,1530553
2025-11-13 00:00:00+05:30,161.05,164.0,160.63,161.13,3783077
2025-11-14 00:00:00+05:30,161.2,167.8,161.2,163.27,4180743
2025-11-17 00:00:00+05:30,163.59,172.3,163.21,168.49,12588402
2025-11-18 00:00:00+05:30,169.95,169.95,166.0,167.9,2338445
2025-11-19 00:00:00+05:30,168.1,168.3,165.33,166.28,1452276
2025-11-20 00:00:00+05:30,166.31,168.14,164.79,165.21,1597768
2025-11-21 00:00:00+05:30,164.59,165.16,162.0,162.3,1212588
2025-11-24 00:00:00+05:30,162.5,162.95,159.0,160.25,1338380
2025-11-25 00:00:00+05:30,160.45,162.52,158.65,160.83,1318122
2025-11-26 00:00:00+05:30,160.84,162.7,160.55,161.81,1154896
2025-11-27 00:00:00+05:30,163.0,166.4,161.8,162.48,2059897
2025-11-28 00:00:00+05:30,162.48,162.48,160.02,160.92,1082249
2025-12-01 00:00:00+05:30,161.68,162.0,158.8,159.47,1120832
2025-12-02 00:00:00+05:30,159.0,159.67,157.25,157.87,1037627
2025-12-03 00:00:00+05:30,157.24,158.2,154.3,155.16,1187269
2025-12-04 00:00:00+05:30,155.2,155.49,153.6,154.15,893496
2025-12-05 00:00:00+05:30,154.16,154.36,150.86,151.58,1141218
2025-12-08 00:00:00+05:30,151.56,151.7,145.5,146.85,2020970
2025-12-09 00:00:00+05:30,146.3,153.0,143.14,151.65,3064235
2025-12-10 00:00:00+05:30,152.0,154.98,149.1,149.66,1741089
2025-12-11 00:00:00+05:30,151.35,159.37,148.53,157.76,11814488
2025-12-12 00:00:00+05:30,156.9,157.9,155.0,157.16,1947136
2025-12-15 00:00:00+05:30,156.2,157.5,154.5,156.92,1358924
2025-12-16 00:00:00+05:30,156.0,156.2,152.61,153.28,1165614
2025-12-17 00:00:00+05:30,153.28,154.2,151.0,151.47,842308
2025-12-18 00:00:00+05:30,150.98,151.09,148.11,150.01,1348462
2025-12-19 00:00:00+05:30,150.01,153.4,149.94,152.95,1458573
